Kunde;Kundename (SAP-Nr.);;Kundenprojekt;Umgebung;Status Installation;OK;Fehler;VM konfiguriert;Funktionen;ASSM-Ticket;VM-Hostname;VM-IP-Addresse;DB-SID;Erstellt;Erstellt von;Aktualisiert;Aktualisiert von;OUC-ID
2024 Westerstede (NonAMS);Ammerland-Klinik GmbH (3009711);124683696;Diamant Einführung;3. Test;Docker-Container installiert;ja;keine Fehler;;ClamAV,Diamant Finanzbuchhaltung,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Krankengeschichte,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS Unit Dose Automat Schnittstelle,ORBIS User Provisioning,ORBIS ePA,Patient XCare Suite Komplett;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0045881"">INT0045881</a>";vm-orbis-u-test;10.128.2.4;;2023.01;Kristin Dölz;2025.11;Viktor Rodak;92148621
2028 Berlin (NonAMS);Augenklinik Berlin-Marzahn (3030574);57126893;ORBIS U _ 2021;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS U Schnittstelle Imprivata,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0076324"">INT0076324</a>";sdema0006;192.168.60.206;KHV;2021.06;Sandra Peters;2026.02;Viktor Rodak;92148716
2028 Berlin (NonAMS);Augenklinik Berlin-Marzahn (3030574);82919149;ORBIS U _ 2021;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=RITM0552216"">RITM0552216</a>";sdema0001;192.168.60.201;TEST;2021.11;Daniel Jänke;2025.10;Jacquelin Schön;92148716
2031 Köln (NonAMS);St. Antonius Krankenhaus (2002533);124236237;Installation OAS + Orbis U;1. Produktiv;Docker-Container installiert;nein;VM: Inventarisierung fehlt;;ORBIS MedCo,ORBIS ePA;;s023;172.22.50.23;KHV;2022.10;Daniel Jänke;2025.05;Stefan Kurztusch;92148798
2031 Köln (NonAMS);St. Antonius Krankenhaus (2002533);124236239;Installation OAS + Orbis U;3. Test;Docker-Container installiert;nein;VM: Inventarisierung fehlt;;ORBIS MedCo,ORBIS ePA;;s038;172.22.50.38;TEST;2022.10;Daniel Jänke;2025.04;Stefan Kurztusch;92148798
2033 Frankfurt am Main (NonAMS);Hospital zum heiligen Geist GmbH (3031021);47072588;#D4_KHZG Pflege U/ U Frame/ Medication;1. Produktiv;Docker-Container installiert;ja;keine Fehler;2019.02;DEMIS Arztmeldung,ORBIS AddOn - Rettungsdienstanbindung,ORBIS CPOE,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Krankengeschichte,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Zugangsmanagement,ORBIS User Provisioning,ORBIS User Provisioning,ORBIS ePA;;orbisu-hg0;10.220.23.33;KHVHG;2021.04;Bernd Tscherner;2026.02;Stephan Dirckmann;92148675
2033 Frankfurt am Main (NonAMS);Hospital zum heiligen Geist GmbH (3031021);90534847;#D4_KHZG Pflege U/ U Frame/ Medication;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;DEMIS Arztmeldung,IRIS Tracing,ORBIS AddOn - Rettungsdienstanbindung,ORBIS Assisted Coding,ORBIS CPOE,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Krankengeschichte,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Zugangsmanagement,ORBIS ePA;;orbisu-nw0;10.220.23.32;KHVNW;2022.01;Daniel Jänke;2026.01;Marcel Hering;92148675
2033 Frankfurt am Main (NonAMS);Hospital zum heiligen Geist GmbH (3031021);47072584;#D4_KHZG Pflege U/ U Frame/ Medication;3. Test;Docker-Container installiert;ja;keine Fehler;2019.02;ORBIS AddOn - Rettungsdienstanbindung,ORBIS CPOE,ORBIS FHIR-Schnittstellen für Sterilisationsprozesse,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Zugangsmanagement,ORBIS ePA;;orbisu-testsp0;10.220.23.34;SPKHNW;2021.04;Bernd Tscherner;2025.10;Sarah Reif;92148675
2033 Frankfurt am Main (NonAMS);Hospital zum heiligen Geist GmbH (3031021);163423294;Umzüge OASe/ ORBIS U auf neues OS;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS AddOn - Rettungsdienstanbindung,ORBIS CPOE,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Allergies,ORBIS U Frame Mobile,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Zugangsmanagement,ORBIS ePA;;orbisu-testhg0;10.220.23.35;TESTHG;2025.03;Stephan Dirckmann;2025.04;Henrik Schütz;92148675
2034 Wetzlar (AMS);Lahn-Dill-Kliniken GmbH (3030714);84300926;Dockererweiterung Rettungsdienstanbindung;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS AddOn - Rettungsdienstanbindung,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=RITM0553959"">RITM0553959</a>";s1010325;10.30.32.247;KHV;2021.11;Daniel Jänke;2023.10;Ulrich Burkert;92148859
2034 Wetzlar (AMS);Lahn-Dill-Kliniken GmbH (3030714);121020015;Dockererweiterung Rettungsdienstanbindung;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS AddOn - Rettungsdienstanbindung,ORBIS CPOE,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS ePA;;s1010326;10.30.32.248;TEST;2022.06;Daniel Jänke;2025.09;Peter Zupancic;92148859
2035 München (NonAMS);ARTEMED Fachklinik München GmbH & Co KG (3031146);177077808;Pflege U/ Medication ORBIS U/ OASe;1. Produktiv;Docker-Container installiert;nein;"VM: Hosted On fehlt;DB: nicht gewählt;keine DB zugeordnet";;ORBIS CPOE,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Attachment,ORBIS U Frame Mobile,ORBIS U Klinische Diagnosen und Probleme,ORBIS U Monitoring 4U,ORBIS U PDF Server,ORBIS U Pflege - Delegation,ORBIS U Pflege - Stomadokumentation,ORBIS U Pflege Assessments,ORBIS U Pflege BAss,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS ePA,Patient XCare Suite Komplett;;smucap0007;10.3.0.117;;2025.11;Henrik Schütz;2025.11;Jacquelin Schön;177077807
2035 München (NonAMS);ARTEMED Fachklinik München GmbH & Co KG (3031146);177077830;Pflege U/ Medication ORBIS U/ OASe;3. Test;Docker-Container installiert;nein;"VM: Hosted On fehlt;DB: nicht gewählt;keine DB zugeordnet";;ORBIS CPOE,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Attachment,ORBIS U Frame Mobile,ORBIS U Klinische Diagnosen und Probleme,ORBIS U Monitoring 4U,ORBIS U PDF Server,ORBIS U Pflege - Delegation,ORBIS U Pflege - Stomadokumentation,ORBIS U Pflege Assessments,ORBIS U Pflege BAss,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS ePA,Patient XCare Suite Komplett;;smucap0008;10.3.0.118;;2025.11;Henrik Schütz;2025.11;Jacquelin Schön;177077807
2036 Hildesheim (NonAMS);HELIOS Klinikum Hildesheim GmbH (3030655);124330104;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;IRIS Tracing,ORBIS AddOn - Rettungsdienstanbindung,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS Unit Dose Automat Schnittstelle,ORBIS User Provisioning,ORBIS ePA;;hisr0133;10.135.234.129;KHV;2022.10;Henrik Schütz;2025.11;Stephan Dirckmann;92148839
2036 Hildesheim (NonAMS);HELIOS Klinikum Hildesheim GmbH (3030655);57573410;ORBIS U_2021;3. Test;Docker-Container installiert;ja;keine Fehler;;IRIS Tracing,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS Unit Dose Automat Schnittstelle,ORBIS User Provisioning,ORBIS ePA;;hisr0134;10.135.234.117;TEST;2021.06;Sandra Peters;2025.11;Stephan Dirckmann;92148839
2037 Göttingen (AMS);Evangelisches Krankenhaus Göttingen-Weende gGmbH (2002156);85648819;Aufnahme KHVNMH und KHVALT in Monitoring;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ICU Weaning Protocol,ORBIS Checkin4U,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Frame Mobile,ORBIS U Krankengeschichte,ORBIS ePA,Patient XCare Suite;;ekw-orbis-u-prod;10.1.1.186;KHV;2021.11;Daniel Jänke;2026.01;Kristin Dölz;92148679
2037 Göttingen (AMS);Evangelisches Krankenhaus Göttingen-Weende gGmbH (2002156);172245624;ORBIS U Test;3. Test;in Planung;nein;VM: Hosted On fehlt;;;;ekw-orbis-u-test;10.1.1.171;TEST;2025.08;Kristin Dölz;2025.08;Kristin Dölz;92148679
2037 Göttingen (AMS);Evangelisches Krankenhaus Göttingen-Weende gGmbH (2002156);85648822;ORBIS U Installation;4. Schulungs;Docker-Container installiert;ja;keine Fehler;;ICU Weaning Protocol,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Frame Mobile,ORBIS U Krankengeschichte,ORBIS ePA,Patient XCare Suite;;ekw-orbis-u-schul;10.1.1.187;SCHUL;2021.11;Daniel Jänke;2026.01;Kristin Dölz;92148679
2038 Heidenheim An Der Brenz (NonAMS);Kliniken Landkreis Heidenheim gGmbH (3009555);46869303;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;2020.03;DEMIS Arztmeldung,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Allergies,ORBIS ePA;;med-orbisu01;10.180.4.86;KHV;2021.04;os_cmdb;2025.09;Jacquelin Schön;92148710
2038 Heidenheim An Der Brenz (NonAMS);Kliniken Landkreis Heidenheim gGmbH (3009555);181992024;DDH_PRO0054161 Kubernetes Einführung KHV & SCHUL;1. Produktiv;Docker-Container installiert;nein;VM: Hosted On fehlt;;ICU Weaning Protocol,Kubernetes,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Kafka,ORBIS U Klinische Diagnosen und Probleme,ORBIS U Monitoring 4U,ORBIS U PDF Server,ORBIS U Wundmanagement,ORBIS ePA,ORBIS-IMRE - Implantatregister;;kvststas0003;172.26.0.17;TEST;2026.02;Henrik Schütz;2026.02;Henrik Schütz;92148710
2039 Korbach (AMS);Hessenklinik Stadtkrankenhaus gGmbH (3030712);93891874;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;DEMIS Arztmeldung,ORBIS U Kafka,ORBIS ePA;;orbisos-khv;10.1.2.2;KHV;2022.02;Daniel Jänke;2025.07;Marcel Hering;92148704
2039 Korbach (AMS);Hessenklinik Stadtkrankenhaus gGmbH (3030712);93908087;ORBIS U Installation;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS U Kafka,ORBIS ePA;;orbis-utest;10.1.2.3;TEST;2022.02;Daniel Jänke;2025.07;Marcel Hering;92148704
2040 Nordhorn (AMS);EUREGIO-KLINIK Grafschaft Bentheim Holding GmbH (3030896);93120192;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ClamAV,DEMIS Arztmeldung,Diamant Kostenträgerrechnung,ORBIS CPOE,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U AddOn Wartezimmermonitor,ORBIS U Assessment Konfigurator,ORBIS U Costing,ORBIS U Frame Mobile,ORBIS U Krankengeschichte,ORBIS U Krankengeschichte,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflegemaßnahmen,ORBIS U Questionnaire,ORBIS U Wundmanagement,ORBIS eAU,ORBIS ePA,Patient XCare Suite;;orbisu01;139.64.210.24;KHV;2022.02;Alexander Führmann;2026.02;Henrik Schütz;92148681
2040 Nordhorn (AMS);EUREGIO-KLINIK Grafschaft Bentheim Holding GmbH (3030896);96007945;ORBIS U Installation;3. Test;Docker-Container installiert;ja;keine Fehler;;ClamAV,Diamant Kostenträgerrechnung,ORBIS CPOE,ORBIS Touch ID,ORBIS U Assessment Konfigurator,ORBIS U Costing,ORBIS U Frame Mobile,ORBIS U Krankengeschichte,ORBIS U Krankengeschichte,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflegemaßnahmen,ORBIS U Questionnaire,ORBIS U Wundmanagement,ORBIS eAU,ORBIS ePA,Patient XCare Suite;;orbisutest01;139.64.210.98;;2022.04;Daniel Jänke;2026.02;Henrik Schütz;92148681
2041 Hamburg (NonAMS);Israelitisches Krankenhaus in Hamburg (3030641);46869273;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;2020.04;DEMIS Arztmeldung,ICU Weaning Protocol,ORBIS MedCo,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Allergies,ORBIS U Zugangsmanagement,ORBIS ePA;;svfingerprint;172.16.16.19;KHV;2021.04;os_cmdb;2025.03;Peter Zupancic;92148782
2041 Hamburg (NonAMS);Israelitisches Krankenhaus in Hamburg (3030641);152003143;Installation ORBIS U TEST;3. Test;Docker-Container installiert;ja;keine Fehler;;ICU Weaning Protocol,ORBIS MedCo Dashboard MDKM,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Klinische Diagnosen und Probleme,ORBIS U Zugangsmanagement,ORBIS ePA;;svorbisutest;172.16.16.64;TEST;2024.08;Stephan Dirckmann;2024.12;Henrik Schütz;92148782
2042 Starnberg (NonAMS);Klinikum Starnberg (3031130);124959631;Installation Imprivata;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ICU Weaning Protocol,ORBIS Info4U,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Pflege Assessments,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0051260"">INT0051260</a>";srvorbisu01;172.30.12.71;KHV;2023.04;Kristin Dölz;2025.03;Stephan Dirckmann;92148849
2042 Starnberg (NonAMS);Klinikum Starnberg (3031130);124959633;Installation Imprivata;3. Test;Docker-Container installiert;ja;keine Fehler;;ICU Weaning Protocol,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Pflege Assessments,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0051260"">INT0051260</a>";srvorbisutest01;172.30.12.171;TEST;2023.04;Kristin Dölz;2024.06;Peter Zupancic;92148849
2043 Hannover (AMS);Kinderkrankenhaus auf der Bult (2003622);84507129;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;2021.11;ClamAV,Diamant Kostenträgerrechnung,ORBIS Checkin4U,ORBIS Order Manager,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Attachment,ORBIS U Frame Mobile,ORBIS U Monitoring 4U,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Zugangsmanagement,Patient XCare Suite Questionnaires;;oskkb-46;10.1.0.229;KHV;2021.11;Kristin Dölz;2026.02;Henrik Schütz;92148593
2043 Hannover (AMS);Kinderkrankenhaus auf der Bult (2003622);93219247;ORBIS U Installation;3. Test;Docker-Container installiert;ja;keine Fehler;;ClamAV,Diamant Kostenträgerrechnung,ORBIS Checkin4U,ORBIS Order Manager,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Attachment,ORBIS U Frame Mobile,ORBIS U Monitoring 4U,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflegemaßnahmen,ORBIS U Zugangsmanagement,Patient XCare Suite Questionnaires;;oskkb-51;10.1.0.209;TEST;2022.02;Thomas Fuhr;2026.02;Henrik Schütz;92148593
2044 Gütersloh (NonAMS);Klinikum Gütersloh gGmbH (2002905);124915232;Dockererweiterung PTC;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;Diamant Finanzbuchhaltung,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Frame Mobile,ORBIS U Krankengeschichte,ORBIS ePA,ORBIS eRezept;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0047410"">INT0047410</a>";orbis-u-01;10.0.3.63;KHV;2023.03;Kristin Dölz;2025.08;Marcel Hering;92148608
2044 Gütersloh (NonAMS);Klinikum Gütersloh gGmbH (2002905);124915234;Dockererweiterung PTC;3. Test;Docker-Container installiert;ja;keine Fehler;;Diamant Finanzbuchhaltung,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Frame Mobile,ORBIS U Krankengeschichte,ORBIS ePA,ORBIS eRezept;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0047410"">INT0047410</a>";orbis-u-02;10.0.3.64;TEST;2023.03;Kristin Dölz;2025.08;Marcel Hering;92148608
2048 München (NonAMS);Clinic Dr. Decker GmbH (2002386);90125900;Oracle ASFU DB-Lizenz Upgrade;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U PDF Server,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Zugangsmanagement,ORBIS ePA;;cdrd-orup-01;10.10.212.12;KHV;2021.12;Ralf-georg Schein;2025.04;Henrik Schütz;92148853
2048 München (NonAMS);Clinic Dr. Decker GmbH (2002386);90125901;Oracle ASFU DB-Lizenz Upgrade;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U PDF Server,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Zugangsmanagement,ORBIS ePA;;cdrd-orut-01;10.10.212.11;TEST;2021.12;Ralf-georg Schein;2025.04;Henrik Schütz;92148853
2050 Filderstadt (NonAMS);Die Filderklinik gGmbH (3031052);67479694;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ICU Weaning Protocol,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Questionnaire,ORBIS User Provisioning,ORBIS ePA,Patient XCare Suite,Patient XCare Suite;;ouas-khv;10.10.10.72;KHV;2021.08;Sandra Peters;2026.03;Peter Zupancic;92148594
2050 Filderstadt (NonAMS);Die Filderklinik gGmbH (3031052);67479699;ORBIS U Installation;3. Test;Docker-Container installiert;ja;keine Fehler;;ICU Weaning Protocol,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS User Provisioning,ORBIS ePA,Patient XCare Suite,Patient XCare Suite,Patient XCare Suite Questionnaires;;ouas-test;10.10.10.73;TEST;2021.08;Sandra Peters;2026.03;Peter Zupancic;92148594
2051 Marburg (NonAMS);Universitätsklinikum Gießen und Marburg GmbH Standort Marburg (3031640);90696530;PTC/ U-Frame/ Wund/ Alert auf KHV & KHZG;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS AddOn - Rettungsdienstanbindung,ORBIS Info4U,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Speech Spracherkennung,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Kafka,ORBIS U Krankengeschichte,ORBIS U PDF Server,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS eAU,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=RITM0564919"">RITM0564919</a>";umrsr1352;10.128.32.68;KHV;2022.01;Daniel Jänke;2025.07;Henrik Schütz;92148558
2051 Marburg (NonAMS);Universitätsklinikum Gießen und Marburg GmbH Standort Marburg (3031640);134356944;PTC/ U-Frame/ Wund/ Alert auf KHV & KHZG;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS Info4U,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Speech Spracherkennung,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Kafka,ORBIS U Krankengeschichte,ORBIS U PDF Server,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS eAU,ORBIS ePA;;umrsr1474;10.128.32.224;KHZG;2023.10;Henrik Schütz;2025.07;Henrik Schütz;92148558
2051 Marburg (NonAMS);Universitätsklinikum Gießen und Marburg GmbH Standort Marburg (3031640);90696531;ORBIS U Installation;5. Entwicklungs;Docker-Container installiert;ja;keine Fehler;;ORBIS AddOn - Rettungsdienstanbindung,ORBIS Info4U,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Speech Spracherkennung,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Kafka,ORBIS U Krankengeschichte,ORBIS U PDF Server,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS eAU,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=RITM0564919"">RITM0564919</a>";umrsr1350;10.128.32.60;TEST;2022.01;Daniel Jänke;2026.02;Jacquelin Schön;92148558
2051 Marburg (NonAMS);Universitätsklinikum Gießen und Marburg GmbH Standort Marburg (3031640);92148551;Dockererweiterung Rettungsdienstanbindung;5. Entwicklungs;Docker-Container installiert;ja;keine Fehler;;ORBIS AddOn - Rettungsdienstanbindung,ORBIS Info4U,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Speech Spracherkennung,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Kafka,ORBIS U Krankengeschichte,ORBIS U PDF Server,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS eAU,ORBIS ePA;;umrsr1351;10.128.32.61;RELEASE;2022.01;Daniel Jänke;2026.02;Jacquelin Schön;92148558
